state,institution,city,specialty,program_code,quota_2026,filled_2026,quota_2025,filled_2025,quota_2024,filled_2024,quota_2023,filled_2023,quota_2022,filled_2022
Michigan,U P Health System-Marquette-MI,Marquette,Family Medicine,2014120C0,6,4,6,5,6,3,6,3,6,5
Michigan,Wayne State University SOM-MI,Detroit,Anesthesiology,1361040A0,6,6,6,6,6,6,6,6,6,6
Michigan,Wayne State University SOM-MI,Detroit,Anesthesiology,1361040R0,,,,,1,1,,,,
Michigan,Wayne State University SOM-MI,Detroit,Dermatology,1361080A0,4,4,4,4,4,4,4,4,4,4
Michigan,Dermatology,,Family Medicine,1361120C0,6,6,6,6,6,6,6,6,6,4
Michigan,Dermatology,,Family Medicine/Urban,1361120C1,3,2,4,3,4,4,3,2,3,0
Michigan,Dermatology,,Internal Medicine,1361140C0,13,13,13,13,13,13,12,12,12,12
Michigan,Dermatology,,Internal Medicine/MIDOCs,1361140C1,,,2,0,,,,,,
Michigan,Dermatology,Otolaryngology,Public Health & Preventive,1361380R0,2,2,,,,,,,,
Michigan,Med/MIDOCs/2yr,,Transitional,1361999P0,1,0,1,0,1,0,1,0,4,4
Michigan,Med/MIDOCs/2yr,Transitional/Preventive Med,Trans/Radiology-Rochester,1361999P2,4,3,3,3,3,1,3,3,,
Michigan,Western Michigan Univ Stryker,Kalamazoo,Emergency Medicine,1314110C0,16,16,15,15,15,15,15,9,15,15
Michigan,Family Medicine/Kalamazoo,,Family Medicine/Battle Creek,1314120C1,6,6,6,6,6,6,6,6,6,6
Michigan,Kalamazoo,,Family Med/Kalamazoo MIDocs,1314120C2,1,1,1,0,1,0,1,1,1,1
Michigan,Kalamazoo,,Internal Medicine,1314140C0,11,11,11,11,11,11,11,11,11,11
Michigan,Kalamazoo,Internal Medicine/MIDocs,Medicine-Primary/MIDocs,1314140M0,,,,,,,2,0,1,0
Michigan,Kalamazoo,Internal Medicine/MIDocs,Obstetrics-Gynecology,1314220C0,4,4,4,4,4,4,4,4,4,4
Michigan,Kalamazoo,Internal Medicine/MIDocs,Orthopaedic Surgery,1314260C0,3,3,3,3,3,3,3,3,3,3
Michigan,Kalamazoo,Internal Medicine/MIDocs,Pediatrics,1314320C0,8,8,8,8,8,8,8,8,8,8
Michigan,Kalamazoo,Internal Medicine/MIDocs,Pediatrics-Primary/MIDocs,1314320M0,1,0,2,0,1,0,2,2,2,1
Michigan,Psychiatry,,Psychiatry/MIDocs,1314400C1,1,1,2,2,2,2,2,2,1,1
Michigan,Psychiatry,,General Surgery,1314440C0,4,4,4,4,4,4,4,4,4,4
Michigan,Psychiatry,,Gen Surg/MIDocs Rural Surg,1314440C1,1,1,2,2,1,1,2,2,1,1
Michigan,Psychiatry,,Medicine-Pediatrics,1314700C0,4,4,4,4,4,4,4,4,4,4
Minnesota,Abbott Northwestern Hosp-MN,Minneapolis,Internal Medicine,1330140C0,13,13,11,11,11,11,11,11,11,11
Minnesota,Abbott Northwestern Hosp-MN,Minneapolis,Neurology,1330180C0,3,3,,,,,,,,
Minnesota,Allina Health-MN,St Paul,Family Medicine,1342120C0,7,7,7,7,7,7,7,7,7,7
Minnesota,HealthPartners Institute-MN,St Paul,Dermatology,1335080A0,3,2,3,3,3,2,2,2,2,2
Minnesota,HealthPartners Institute-MN,St Paul,Dermatology,1335080R0,,,1,1,1,1,1,1,1,0
Minnesota,HealthPartners Institute-MN,St Paul,Emergency Med/Regions Hosp,1335110C0,11,11,11,11,11,11,11,11,11,11
Minnesota,HealthPartners Institute-MN,St Paul,Family Med/Western WI Rural,1335120C2,2,1,2,1,2,2,2,2,2,2
Minnesota,Hennepin Co Med Ctr-MN,Minneapolis,Emergency Medicine,1329110C0,14,14,14,14,12,12,12,12,12,12
Minnesota,Hennepin Co Med Ctr-MN,Minneapolis,Family Medicine,1329120C0,11,11,11,11,11,11,11,11,11,11
Minnesota,Hennepin Co Med Ctr-MN,Minneapolis,Internal Medicine,1329140C0,21,21,19,19,20,20,19,19,19,19
Minnesota,Hennepin Co Med Ctr-MN,Minneapolis,Med-Primary/MNDOH Grant,1329140M0,,,,,2,2,,,2,1
Minnesota,Psychiatry,,General Surgery,1329440C0,5,5,5,5,5,5,5,5,5,5
Minnesota,Psychiatry,,Surgery-Preliminary,1329440P0,2,2,2,2,2,2,1,1,1,0
Minnesota,Psychiatry,,Emergency Med/Internal Med,1329705C0,2,2,2,2,2,2,2,2,2,2
Minnesota,Psychiatry,,Transitional,1329999P0,,,,,1,1,5,5,5,5
Minnesota,Rochester,,Anesthesiology,1328040A0,,,,,,,,,6,6
Minnesota,Rochester,,Anesthesiology,1328040C0,18,18,18,18,17,17,18,18,12,12
Minnesota,Rochester,,Anesthesiology,1328040R0,,,,,,,,,2,2
Minnesota,Rochester,,Dermatology,1328080A0,6,6,6,6,5,5,6,6,5,5
Minnesota,Rochester,Dermatology/Research,Dermatology,1328080C0,2,2,2,2,2,2,2,2,2,2
Minnesota,Mayo Clinic School of Grad Med,Rochester,Emergency Medicine,1328110C0,10,10,9,9,9,9,9,9,9,9
Minnesota,Mayo Clinic School of Grad Med,Rochester,Family Medicine,1328120C0,9,9,9,9,9,9,9,9,9,9
Minnesota,Family Medicine/Eau Claire,,Family Medicine/LaCrosse,1328120C2,6,6,6,6,6,6,6,6,6,6
Minnesota,Family Medicine/Eau Claire,,Family Medicine/Mankato,1328120C3,5,5,5,5,5,5,5,5,,
Minnesota,Family Medicine/Eau Claire,,Internal Medicine,1328140C0,49,49,50,50,49,49,49,49,49,49
Minnesota,Family Medicine/Eau Claire,,Int Med/CI Research,1328140C1,3,3,3,3,3,3,3,3,3,3
Minnesota,Family Medicine/Eau Claire,,Medicine-Preliminary,1328140P0,2,2,3,3,2,1,1,1,2,2
Minnesota,Family Medicine/Eau Claire,Neurological Surgery,Neurology,1328180A0,,,,,,,,,3,3
Minnesota,Family Medicine/Eau Claire,Neurological Surgery,Neurology,1328180C0,11,11,11,11,11,11,11,11,6,6
Minnesota,Family Medicine/Eau Claire,Neurological Surgery,Child Neurology,1328185C0,2,2,2,1,2,2,2,2,2,2
Minnesota,Family Medicine/Eau Claire,Neurological Surgery,Child Neurology,1328185R0,,,,,1,0,,,,
Minnesota,Obstetrics-Gynecology,,Orthopaedic Surgery,1328260C0,13,13,12,12,12,12,12,12,12,12
Minnesota,Obstetrics-Gynecology,,Otolaryngology,1328280C0,6,6,5,5,5,5,5,5,5,5
Minnesota,Obstetrics-Gynecology,,Path-Anatomic and Clinical,1328300C0,5,5,6,6,5,5,5,5,6,6
Minnesota,Obstetrics-Gynecology,,Path-Anatomic/Neuropathology,1328300C2,1,1,1,1,1,1,1,1,1,1
Minnesota,Obstetrics-Gynecology,,Path-Physician Scientist,1328300C4,1,1,1,1,1,0,1,1,,
Minnesota,Obstetrics-Gynecology,Pediatrics,Phys Medicine & Rehab,1328340A0,6,6,6,6,6,6,6,6,6,6
Minnesota,Obstetrics-Gynecology,Pediatrics,Phys Medicine & Rehab,1328340C0,2,2,2,2,2,2,2,2,2,2
Minnesota,Obstetrics-Gynecology,Pediatrics,Plastic Surgery (Integrated),1328362C0,4,4,4,4,4,4,4,4,4,4
Minnesota,Obstetrics-Gynecology,Pediatrics,Public Health & Prev Med/2yr-MPH Avail,1328380R0,2,1,2,1,,,,,,
Minnesota,Obstetrics-Gynecology,Pediatrics,Psychiatry,1328400C0,11,11,11,11,11,11,11,11,11,11
Minnesota,Interventional Radiology (Integ),,Radiology-Diagnostic,1328420A0,13,13,13,13,13,13,13,13,12,12
Minnesota,Interventional Radiology (Integ),,Radiology-Diagnostic,1328420R0,,,,,,,2,2,1,1
Minnesota,Interventional Radiology (Integ),,Radiation Oncology,1328430A0,3,3,3,3,3,3,3,3,3,3
Minnesota,Interventional Radiology (Integ),,General Surgery,1328440C0,10,10,10,10,10,10,9,9,9,9
Minnesota,Interventional Radiology (Integ),,Gen Surg/Integrated Comm & Rural,1328440C2,1,1,1,1,1,1,1,1,1,1
Minnesota,Interventional Radiology (Integ),Surgery-Preliminary,Vascular Surgery,1328451C0,2,2,2,2,2,2,1,1,1,1
Minnesota,Anesthesiology,,Anesthesiology,1334040R0,,,,,,,1,1,,
Minnesota,Anesthesiology,,Dermatology,1334080A0,4,4,4,4,5,5,4,4,4,4
Minnesota,Anesthesiology,,Family Med/Methodist,1334120C0,6,6,6,6,6,6,6,6,6,6
Minnesota,Anesthesiology,,Family Med/N Memorial,1334120C1,8,8,8,6,8,8,8,8,8,8
Minnesota,Anesthesiology,,Family Med/Smileys,1334120C2,6,5,6,6,6,6,6,6,6,6
Minnesota,Anesthesiology,Family Med/St Johns,Family Med/Woodwinds,1334120C4,8,8,8,8,8,8,8,8,8,8
Minnesota,Anesthesiology,Family Med/St Johns,Family Med/Mankato,1334120C5,,,,,,,,,5,5
Minnesota,Anesthesiology,Family Med/St Johns,Family Med/St Cloud,1334120C6,6,6,6,6,6,6,6,5,6,6
Minnesota,Anesthesiology,Family Med/St Johns,Family Med/Duluth,1334120C7,8,8,8,8,8,8,8,7,8,8
Minnesota,Anesthesiology,Family Med/St Johns,Family Medicine/Willmar,1334120C8,2,2,2,2,,,,,,
Minnesota,Family Medicine/Grand Itasca Rural,,Internal Medicine,1334140C0,30,30,31,31,28,28,27,27,30,30
Minnesota,Family Medicine/Grand Itasca Rural,,Internal Medicine/PSTP,1334140C1,1,1,2,2,3,3,3,3,1,1
Minnesota,Family Medicine/Grand Itasca Rural,,Medicine-Primary,1334140M0,1,1,,,,,1,1,1,1
Minnesota,Family Medicine/Grand Itasca Rural,,Neurological Surgery,1334160C0,2,2,2,2,2,2,2,2,2,2
Minnesota,Family Medicine/Grand Itasca Rural,,Neurology,1334180C0,6,6,6,6,6,6,6,6,6,6
Minnesota,Family Medicine/Grand Itasca Rural,Child Neurology,Obstetrics-Gynecology,1334220C0,9,9,9,9,9,9,9,9,9,9
Minnesota,U Minnesota Med School (Continued),Minneapolis,Orthopaedic Surgery,1334260C0,8,8,8,8,8,8,8,8,8,8
Minnesota,U Minnesota Med School (Continued),Minneapolis,Otolaryngology,1334280C0,5,5,5,5,4,4,4,4,4,4
Minnesota,Pathology,,Pathology/AP-NP,1334300C3,,,,,1,1,,,1,1
Minnesota,Pathology,,Pediatrics,1334320C0,25,25,24,24,24,24,24,24,23,23
Minnesota,Pathology,,Pediatrics/MN Immigrant IMG,1334320C1,,,1,1,,,1,1,1,1
Minnesota,Pathology,,Pediatrics/PSTP,1334320C2,1,1,3,3,2,2,1,1,2,2
Minnesota,Pathology,,Phys Medicine & Rehab,1334340A0,1,1,1,1,1,1,1,1,1,1
Minnesota,Pathology,Phys Medicine & Rehab,Plastic Surgery (Integrated),1334362C0,2,2,2,2,2,2,2,2,2,2
Minnesota,Pathology,Phys Medicine & Rehab,Psychiatry,1334400C0,9,9,8,8,8,8,8,8,7,7
Minnesota,Pathology,Phys Medicine & Rehab,Psychiatry/PSTP,1334400C1,,,,,,,,,1,1
Minnesota,Pathology,Phys Medicine & Rehab,Interventional Radiology (Integ),1334416C0,2,2,2,2,2,2,2,2,2,2
Minnesota,Radiology-Diagnostic,,Radiology-Diagnostic,1334420C0,8,8,8,8,8,8,8,8,8,8
Minnesota,Radiology-Diagnostic,,Radiology-Diagnostic,1334420R0,,,1,1,1,1,2,2,1,1
Minnesota,Radiology-Diagnostic,,Radiation Oncology,1334430A0,,,1,1,1,1,2,0,1,0
Minnesota,Radiology-Diagnostic,,Radiation-Oncology,1334430C0,1,1,1,1,,,,,,
Minnesota,Radiology-Diagnostic,,General Surgery,1334440C0,8,8,8,8,8,8,7,7,7,7
Minnesota,Radiology-Diagnostic,General Surgery/Rural,Surgery-Preliminary,1334440P0,3,1,4,0,4,4,4,2,4,4
Minnesota,Radiology-Diagnostic,General Surgery/Rural,Surg-Prelim/Gen Surg & Neurosurg,1334440P1,1,1,1,1,1,1,1,1,1,1
Minnesota,Radiology-Diagnostic,General Surgery/Rural,Vascular Surgery,1334451C0,1,1,1,1,1,1,1,1,1,1
Minnesota,Radiology-Diagnostic,General Surgery/Rural,Medicine-Pediatrics,1334700C0,10,10,10,10,10,10,10,10,10,10
Minnesota,Radiology-Diagnostic,General Surgery/Rural,Dermatology/Internal Med,1334785C0,2,2,2,2,2,2,2,2,2,2
Mississippi,Baptist Mem Hosp DeSoto-MS,Southaven,Family Medicine,2299120C0,8,8,8,8,6,6,6,6,6,6
Mississippi,Baptist Mem Hosp DeSoto-MS,Southaven,Osteo Neuromusculo Med,2299275C0,2,1,2,1,,,,,,
Mississippi,Interventional Radiology (Integ),,Transitional,2299999P0,7,7,5,5,10,10,9,9,6,4
Mississippi,Interventional Radiology (Integ),,Transitional/Radiology,2299999P1,4,4,2,2,2,2,3,3,,
Mississippi,Interventional Radiology (Integ),,Transitional/Neurology,2299999P2,7,7,7,7,,,,,,
Mississippi,Columbus,,Internal Medicine,2266140C0,9,9,9,9,6,4,6,6,6,6
Mississippi,Oxford,,Internal Medicine,2288140C0,12,12,12,12,12,12,12,12,12,12
Mississippi,Meridian,,Family Medicine,2144120C0,6,6,6,6,5,2,6,2,6,6
Mississippi,Hattiesburg,,Family Medicine,1692120C0,8,4,8,8,8,7,6,6,6,3
Mississippi,Corinth,,Emergency Medicine,1923110C0,6,4,6,6,6,4,6,3,6,6
Mississippi,Corinth,,Internal Medicine,1923140C0,8,7,6,6,9,6,9,9,6,6
Mississippi,Gulfport,,Family Medicine,2294120C0,8,5,8,0,10,1,10,4,9,9
Mississippi,Gulfport,,Internal Medicine,2294140C0,10,10,8,8,9,9,6,6,,
Mississippi,Gulfport,,Medicine-Preliminary,2294140P0,2,2,,,,,,,,
Mississippi,Hattiesburg,,Emergency Medicine,2174110C0,,,,,,,,,6,5
Mississippi,Hattiesburg,,Internal Medicine,2174140C0,,,,,,,,,8,8
Mississippi,Hattiesburg,,Transitional,2174999P0,,,,,,,,,11,1
Mississippi,Jackson,,Internal Medicine,2421140C0,12,12,12,12,,,,,,
Mississippi,Greenville,,Family Medicine,2253120C0,8,8,8,8,10,3,6,2,6,4
Mississippi,Whitfield,,Psychiatry,2296400C0,7,7,6,6,6,6,6,6,6,6
Mississippi,Tupelo,,Family Medicine,1218120C0,8,3,8,8,8,7,8,6,8,8
Mississippi,Tupelo,,Internal Medicine,1218140C0,24,24,24,24,24,24,12,12,12,12
Mississippi,Mccomb,,Family Medicine,2383120C0,6,4,6,1,6,0,,,,
Mississippi,University Hosps-Jackson-MS,Jackson,Anesthesiology,1957040C0,10,10,10,10,10,10,8,8,8,8
Mississippi,University Hosps-Jackson-MS,Jackson,Anesthesiology,1957040R0,,,,,2,2,2,2,2,2
Mississippi,Dermatology,,Dermatology,1957080R0,1,1,,,,,,,,
Mississippi,Dermatology,,Emergency Medicine,1957110C0,16,16,16,16,16,16,16,16,16,16
Mississippi,Dermatology,,Family Medicine,1957120C0,10,10,10,8,10,10,10,6,10,10
Mississippi,Jackson,,Internal Medicine,1957140C0,25,25,25,25,25,25,25,25,25,25
Mississippi,Jackson,,Medicine-Primary,1957140M0,1,1,1,1,1,1,1,1,1,1
Mississippi,Jackson,Medicine-Preliminary,Med-Prelim/Ophthalmology,1957140P2,4,4,4,4,4,4,4,4,4,4
Mississippi,Jackson,Medicine-Preliminary,Med-Prelim/Dermatology,1957140P4,,,,,,,,,4,1
Mississippi,Jackson,Medicine-Preliminary,Med-Prelim/Radiation Onc,1957140P5,2,1,1,1,1,0,1,0,1,1
Mississippi,Jackson,Medicine-Preliminary,Med-Prelim/Prevent Med,1957140P6,2,1,2,0,2,2,2,1,2,1
Mississippi,Jackson,Medicine-Preliminary,Neurological Surgery,1957160C0,2,2,2,2,1,1,2,2,2,2
Mississippi,Neurology,,Child Neurology,1957185C0,2,1,2,2,2,2,1,0,1,1
Mississippi,Neurology,,Child Neurology,1957185R0,,,,,,,1,0,1,1
Mississippi,Neurology,,Obstetrics-Gynecology,1957220C0,6,6,6,6,6,6,6,6,6,6
Mississippi,Neurology,,Obstetrics-Gynecology/Rural,1957220C1,1,1,,,,,,,,
Mississippi,Neurology,Ob-Gyn/Preliminary,Orthopaedic Surgery,1957260C0,5,5,5,5,5,5,4,4,4,4
Mississippi,Neurology,Ob-Gyn/Preliminary,Otolaryngology,1957280C0,3,3,3,3,3,3,3,3,3,3
Mississippi,Neurology,Ob-Gyn/Preliminary,Pathology,1957300C0,4,4,4,4,4,4,4,4,4,4
Mississippi,Neurology,Ob-Gyn/Preliminary,Pediatrics,1957320C0,16,7,14,14,16,16,16,16,16,16
Mississippi,Neurology,Ob-Gyn/Preliminary,Plastic Surgery (Integrated),1957362C0,3,3,2,2,2,2,2,2,2,2
Mississippi,Public Health & Preventive Med/2yr-MPH,Available,Public Health & Preventive Med/2yr-MPH,1957380R0,3,3,2,2,,,,,,
Mississippi,Available,,Psychiatry,1957400C0,7,7,8,8,5,5,7,7,7,7
Mississippi,Available,,Psychiatry/Child/Adult Psych,1957400C1,1,1,1,1,1,1,1,1,2,2
Mississippi,Available,,Interventional Radiology (Integ),1957416C0,1,1,1,1,1,0,1,1,1,1
Mississippi,Available,Radiology-Diagnostic,Radiology-Diagnostic,1957420C0,7,7,7,7,7,7,7,7,8,8
Mississippi,Available,Radiology-Diagnostic,Radiation Oncology,1957430A0,2,1,1,1,1,1,1,1,1,1
Mississippi,Available,Radiology-Diagnostic,General Surgery,1957440C0,7,7,6,6,6,6,6,6,5,5
Mississippi,Available,Radiology-Diagnostic,Surgery-Preliminary,1957440P0,2,1,5,2,5,1,5,2,5,3
Mississippi,Available,Radiology-Diagnostic,Medicine-Pediatrics,1957700C0,6,6,6,6,5,5,5,5,5,5
Missouri,Affinia Healthcare-MO,Ferguson,Family Medicine/Community Focused,2466120C0,4,4,,,,,,,,
Missouri,Barnes-Jewish Hosp-MO,St Louis,Anesthesiology/3 yr,1353040A0,1,1,1,1,1,1,,,1,1
Missouri,Barnes-Jewish Hosp-MO,St Louis,Anesthesiology/4 yr,1353040C0,20,20,21,21,20,20,22,22,17,17
Missouri,Barnes-Jewish Hosp-MO,St Louis,Anesthesiology/ASAP 5 yr,1353040C1,2,2,1,1,1,1,,,2,2
Missouri,Anesthesiology,,Dermatology,1353080A0,5,,6,6,6,6,5,5,7,
Missouri,Anesthesiology,,Dermatology/Physician Scientist,1353080A1,,,1,1,,,1,1,,
Missouri,Anesthesiology,,Dermatology/Pediatric,1353080A2,1,1,,,,,,,,
Missouri,Anesthesiology,,Emergency Medicine,1353110C0,14,14,13,13,14,14,14,14,14,14
Missouri,Anesthesiology,,Internal Medicine,1353140C0,42,42,40,40,46,46,41,41,41,41
Missouri,Anesthesiology,Internal Medicine/PSTP,Internal Medicine/MBMC,1353140C2,,,15,15,,,,,,
Missouri,Anesthesiology,Internal Medicine/PSTP,Medicine-Primary,1353140M0,4,4,5,5,4,4,5,4,5,5
Missouri,Anesthesiology,Internal Medicine/PSTP,Medicine-Preliminary,1353140P0,5,0,5,5,5,5,5,5,5,5
Missouri,Anesthesiology,Internal Medicine/PSTP,Med-Prelim/Ophthalmology,1353140P2,5,5,5,5,5,5,5,5,5,5
Missouri,Barnes-Jewish Hosp-MO (Continued),St Louis,Neurological Surgery,1353160C0,4,4,3,3,3,3,3,3,4,4
Missouri,Barnes-Jewish Hosp-MO (Continued),St Louis,Neurology,1353180C0,13,13,13,13,11,11,11,11,11,11
Missouri,Neurology,,Obstetrics-Gynecology,1353220C0,9,9,9,9,9,9,9,9,9,9
Missouri,Neurology,,Orthopaedic Surgery,1353260C0,9,9,8,8,8,8,8,8,8,8
Missouri,Neurology,,Otolaryngology,1353280C0,3,3,3,3,3,3,3,3,3,3
Missouri,Neurology,,Otolaryngology/Research,1353280C1,2,2,2,2,2,2,2,2,2,2
Missouri,Neurology,,Pathology/CP,1353300C0,2,2,3,3,3,1,3,2,3,3
Missouri,Neurology,Pathology AP/CP & AP only,Pathology/AP & NP,1353300C2,1,1,1,1,1,1,,,,
Missouri,Neurology,Pathology AP/CP & AP only,Phys Medicine & Rehab,1353340A0,3,3,3,3,3,3,3,3,3,3
Missouri,Neurology,Pathology AP/CP & AP only,Phys Medicine & Rehab,1353340C0,2,2,2,2,2,2,2,2,2,2
Missouri,Neurology,Pathology AP/CP & AP only,Plastic Surgery (Integrated),1353362C0,4,4,4,4,4,4,4,4,4,4
Missouri,Psychiatry,,Interventional Radiology (Integ),1353416A0,3,3,3,3,2,2,2,2,2,2
Missouri,Psychiatry,,Radiology-Diagnostic,1353420A0,15,15,17,17,16,16,18,18,16,16
Missouri,Psychiatry,,Rad-Diag/Research,1353420A1,1,1,1,1,1,1,,,1,1
Missouri,Psychiatry,,Radiation Oncology,1353430A0,4,4,4,4,4,4,4,4,3,3
Missouri,Psychiatry,,General Surgery,1353440C0,9,9,9,9,9,9,9,9,9,9
Missouri,Psychiatry,Surgery-Preliminary,Surg-Prelim/Int Radiology,1353440P3,,,1,1,1,1,1,1,,
Missouri,Psychiatry,Surgery-Preliminary,Vascular Surgery,1353451C0,1,1,1,1,1,1,1,1,1,1
Missouri,Psychiatry,Surgery-Preliminary,Transitional/MBMC,1353999P0,,,13,13,,,,,,
Missouri,Childrens Mercy Hospital-MO,Kansas City,Child Neurology,1494185C0,3,3,4,3,3,1,3,3,3,1
Missouri,Childrens Mercy Hospital-MO,Kansas City,Pediatrics,1494320C0,27,27,27,27,27,27,27,27,27,27
Missouri,Childrens Mercy Hospital-MO,Kansas City,Pediatrics-Preliminary,1494320P0,1,1,1,1,1,1,1,1,1,1
Missouri,CoxHealth-MO,Springfield,Family Medicine/Springfield,3167120C0,10,10,11,11,8,8,8,8,8,8
Missouri,CoxHealth-MO,Springfield,Family Med/Jordan Valley,3167120C1,,,,,2,2,2,2,2,2
Missouri,CoxHealth-MO,Springfield,Family Medicine/Branson,3167120C2,4,4,,,,,,,,
Missouri,KCU-GME Consortium-MO,Kansas City,Dermatology/Phoenix,1987080A0,,,,,2,2,,,,
Missouri,KCU-GME Consortium-MO,Kansas City,Dermatology/ADCS-Orlando,1987080A2,3,3,3,3,3,3,3,3,3,3
Missouri,KCU-GME Consortium-MO,Kansas City,Dermatology/Phoenix,1987080R0,,,,,2,2,,,,
Missouri,KCU-GME Consortium-MO,Kansas City,Emergency Medicine/Freeman,1987110C0,6,6,6,6,6,5,6,1,6,4
Missouri,KCU-GME Consortium-MO,Kansas City,Family Medicine/Reid,1987120C0,6,3,6,4,7,5,6,3,5,5
Missouri,Family Med/St Lukes Des Peres,,Family Medicine/Freeman,1987120C2,5,0,5,2,5,5,5,2,5,3
Missouri,Family Med/St Lukes Des Peres,,Internal Medicine/Freeman,1987140C0,5,4,5,3,5,5,5,5,5,3
Missouri,Family Med/St Lukes Des Peres,,Orthopaedic Surgery/HCA,1987260C0,4,4,4,4,4,4,4,4,4,4
Missouri,Family Med/St Lukes Des Peres,,Otolaryngology/Freeman,1987280C0,1,1,1,1,2,2,1,1,1,1
Missouri,Family Med/St Lukes Des Peres,Psychiatry/Ozark,General Surgery/St Anthony,1987440C0,2,2,2,2,2,2,2,2,2,2
Missouri,Family Med/St Lukes Des Peres,Psychiatry/Ozark,General Surgery/St Marys,1987440C1,,,2,2,2,2,,,2,2
Missouri,Mercy Hospital St Louis-MO,St Louis,Family Medicine,1362120C0,8,8,8,4,8,8,6,6,6,6
Missouri,Mercy Hospital St Louis-MO,St Louis,Internal Medicine,1362140C0,8,8,9,9,9,9,8,8,8,8
Missouri,Obstetrics-Gynecology,,Transitional,1362999P0,7,7,7,7,7,7,7,7,7,7
Missouri,St Louis,,Internal Medicine,2496140C0,15,15,,,,,,,,
Missouri,SSM Health/St Louis Univ SOM-MO,St Louis,Anesthesiology,1365040C0,10,10,10,10,10,10,10,10,10,10
Missouri,SSM Health/St Louis Univ SOM-MO,St Louis,Dermatology,1365080A0,4,4,4,4,4,4,4,4,4,4
Missouri,Dermatology/KAT,,Dermatology,1365080R0,,,,,,,1,1,,
Missouri,Dermatology/KAT,,Emergency Medicine,1365110C0,6,6,6,6,6,6,8,5,6,6
Missouri,Dermatology/KAT,,Family Med/Belleville,1365120C0,8,8,6,6,6,6,6,6,6,6
Missouri,Dermatology/KAT,,Family Medicine,1365120C1,6,5,6,6,6,6,6,6,6,6
Missouri,Dermatology/KAT,,Internal Medicine,1365140C0,25,25,29,29,27,27,25,25,26,26
Missouri,Dermatology/KAT,Medicine-Preliminary,Neurological Surgery,1365160C0,1,1,1,1,1,1,,,2,2
Missouri,Dermatology/KAT,Medicine-Preliminary,Neurology,1365180C0,6,6,6,6,6,6,6,6,5,5
Missouri,Dermatology/KAT,Medicine-Preliminary,Child Neurology,1365185C0,2,2,2,2,2,2,2,2,2,1
Missouri,Dermatology/KAT,Medicine-Preliminary,Obstetrics-Gynecology,1365220C0,6,6,6,6,6,6,6,6,6,6
Missouri,Orthopaedic Surgery,,Otolaryngology,1365280C0,3,3,2,2,2,2,2,2,2,2
Missouri,Orthopaedic Surgery,,Pathology,1365300C0,,,,,,,3,3,3,3
Missouri,Orthopaedic Surgery,,Pediatrics,1365320C0,21,21,20,20,20,17,20,16,20,20
Missouri,Orthopaedic Surgery,,Plastic Surgery (Integrated),1365362C0,2,2,2,2,2,2,2,2,2,2
Missouri,Orthopaedic Surgery,,Psychiatry,1365400C0,10,10,10,10,10,10,8,8,8,8
Missouri,Orthopaedic Surgery,Interventional Radiology (Integ),Interventional Radiology (Integ),1365416R0,,,,,1,1,,,1,1
Missouri,Orthopaedic Surgery,Interventional Radiology (Integ),Radiology-Diagnostic,1365420A0,7,7,6,6,6,6,6,6,6,6
Missouri,Orthopaedic Surgery,Interventional Radiology (Integ),Radiology-Diagnostic,1365420R1,1,1,,,,,,,,
Missouri,Orthopaedic Surgery,Interventional Radiology (Integ),General Surgery,1365440C0,5,5,5,5,5,5,5,5,5,5
Missouri,Orthopaedic Surgery,Interventional Radiology (Integ),Surgery-Preliminary,1365440P0,8,0,8,5,5,0,3,1,6,0
Missouri,St Louis,,Internal Medicine,1999140C0,10,10,9,9,9,9,10,10,10,10
Missouri,Springfield,,Family Medicine/Jordan Valley,2449120C0,3,0,2,2,,,,,,
Missouri,St Louis,Child Neurology,Child Neurology,1869185R0,,,1,1,,,2,2,1,1
Missouri,St Louis,Child Neurology,Pediatrics,1869320C0,27,27,31,31,31,19,31,31,31,31
Missouri,St Louis Childrens Hosp-MO (Continued),St Louis,Pediatrics-Preliminary,1869320P0,1,1,1,1,1,1,1,1,1,1
Missouri,St Louis Childrens Hosp-MO (Continued),St Louis,Pediatrics-Medical Genetics,1869765C0,2,2,2,2,2,2,2,2,2,2
Missouri,St Louis Univ SOM-MO,St Louis,Radiology-Diagnostic,1365420R0,,,,,,,,,1,1
Missouri,St Lukes Hospital-St Louis-MO,Chesterfield,Internal Medicine,1364140C0,13,13,13,13,13,13,13,13,13,13
Missouri,St Lukes Hospital-St Louis-MO,Chesterfield,Medicine-Preliminary,1364140P0,3,3,3,3,3,3,3,3,3,3
Missouri,Dermatology/Osteopathic,,Family Medicine,2152120C0,4,2,4,2,4,0,4,3,4,4
Missouri,Dermatology/Osteopathic,,Internal Medicine,2152140C0,4,4,4,1,4,0,,,,
Missouri,Dermatology/Osteopathic,,Osteo Neuromusculo Med,2152275C0,3,1,3,0,3,0,3,0,3,2
Missouri,Kansas City,,Anesthesiology/St Lukes,1343040C0,8,8,8,8,8,8,7,7,6,6
Missouri,Kansas City,,Dermatology,1343080A0,2,2,,,,,,,,
Missouri,Kansas City,,Emergency Medicine,1343110C0,11,11,11,11,11,11,12,12,11,11
Missouri,Kansas City,,Family Medicine,1343120C0,14,10,14,14,12,12,12,10,12,11
Missouri,Kansas City,,Family Med/Rural/,1343120C2,2,2,2,1,,,,,,
